A: ムーリエルは２０歳になりました。	Muiriel is 20 now.#ID=1282_4707
A: 「あなたは仕事が気に入ってると思いますが。」「それどころか嫌いだ。」	"I believe you like your job." "On the contrary, I hate it."#ID=69367_231999
A: あなたは昨日愉快に過ごしましたか。	Did you enjoy yourself yesterday?#ID=69380_232012
A: 昨日家にいましたよね？	You were at home yesterday, weren't you?#ID=69390_232022
A: あなたは、今のうちに家に帰ることですね。	You may as well go home now.#ID=31410_232065
A: あなたは家に帰った方がよい。	You'd better go home.#ID=69434_232068
A: あなたは行く必要ないよ。	You don't need to go.#ID=69444_232076
A: あなたが急ぐ必要はなかったのに。	You need not have hurried.#ID=16208_232127
A: あなたは泳げますよね。	You can swim, can't you?#ID=16299_232296
A: 向こうまで泳いで渡ることができますか。	Can you swim across?#ID=69671_232300
A: 永久に日本を去るわけではないですよね。	You aren't leaving Japan for good, are you?#ID=69670_232301
A: 本は一度に３冊借りる事が出来ます。	You can borrow three books at a time.#ID=69677_232308
A: あなたは一体何をしているんですか。	What on earth are you doing?#ID=27530_232309
A: あなたは一所懸命働かないといけない。	You need to work very hard.#ID=69680_232310
A: あなたが一所懸命働くことが必要だ。	It is necessary for you to work hard.#ID=69681_232311
A: あなたはメグと私の間に座ることになっています。	You are sitting between Meg and me.#ID=69754_232384
A: あなたがメールでおっしゃることは全て正当です。価格を除いては。	Everything you said in your mail is just right - except the price.#ID=69755_232385
A: あなたはみんなの中でずば抜けて上手に泳ぐ。	You are by far the best swimmer of us all.#ID=69756_232386
A: あなたはピカソが描いたその絵を見たことがありますか。	Have you ever seen the picture painted by Picasso?#ID=69784_232415
A: あなたはどこでテニスをしますか。	Where do you play tennis?#ID=69860_232491
A: あなたはあの不可解な殺人事件を覚えていますか。	Do you remember that baffling murder case?#ID=1341124_232573
A: あなたはそこへ行きさえすればよいのだ。	You have only to go there.#ID=70002_232631
A: あなたはすぐ出発しないといけない。	You must start soon.#ID=70018_232648
A: あなたのご援助に感謝しています。	I am grateful to you for your help.#ID=54514_232686
A: あなたはこの本を読んでもいい。	You may read this book.#ID=70068_232698
A: あなたは彼が死んでしまったと思いますか。	Do you think he is dead?#ID=70155_232785
A: あなたはお金の管理にはもっと気をつけるべきです。	You should be more careful with your money.#ID=70158_232788
A: あなたはオーストリア出身ですか、オーストラリア出身ですか。	Do you come from Austria or Australia?#ID=70163_232794
A: いくら持ち合わせがありますか。	How much money do you have with you?#ID=64601_232843
A: いくらお金をもっていますか。	How much money do you have with you?#ID=64601_232845
A: あなたはあの車をどう処理したのですか？	What did you do with that car?#ID=70238_232868
A: あなたは１９９０年から彼女を知っているのですか？	Have you known her since 1990?#ID=70267_232897
A: あなたは、泳いで川を渡ることができますのか。	Can you swim across the river?#ID=16682_232928
A: テニスができますか。	Do you play tennis?#ID=39374_232933
A: あなたの話は到底真実だと思えない。	I can't possibly think your story is true.#ID=70320_232950
A: あなたの友達はいつアメリカへ出発しましたか。	When did your friend leave for America?#ID=70344_232974
A: 勇気を出さなかったら、あなたは殺されていただろう。	If you hadn't been so brave, you'd probably have been killed.#ID=2664248_232978
A: あなたに返事をしなかったことを許してください。	Please forgive me for not answering your letter.#ID=70404_233034
A: あなたの部屋を掃除しましたか。	Did you clean your room?#ID=70407_233037
A: あなたのお父上にお会いするのを楽しみにしています。	I'm looking forward to seeing your father.#ID=70411_233041
A: あなたの病気について知らなかったので、病院へ見舞いにいけなかった。	If I had known about your illness, I could have visited you in the hospital.#ID=70413_233043
A: あなたの趣味について話してください。	Please tell me about your hobbies.#ID=70577_233207
A: あなたのお姉さんは今何をしているの？	What is your older sister doing now?#ID=70627_233258
A: 好きな作家は誰ですか？	Who is your favorite author?#ID=70681_233311
A: あなたの貴重な援助がなかったら、全ては台無しになっただろう。	If it weren't for your invaluable help, everything would be ruined.#ID=70761_233391
A: あなたの学校ではどの男子も料理を学習しなければなりませんか。	Does every boy have to learn cooking in your school?#ID=70779_233409
A: あなたのページから、私どもの会社のサイトへリンクしていただけませんか。	Would you mind putting a link on your web page to our company's web site?#ID=764791_233492
A: あなたのご招待はほんとにうれしいのですが・・・。	I appreciate your invitation, but...#ID=70913_233542
A: ごひいきの女優が出ていると思いますよ。	I think your favourite actress is in it.#ID=70920_233549
A: おっしゃるとおりにいたしましょう。	I will do as you say.#ID=70990_233619
A: あなたは言われた通りにしさえすればいい。	You have only to do as you were told.#ID=71008_233636
A: あなたには想像もつかない、でしょ？	You can't imagine it, can you?#ID=71117_233745
A: あなたには前もってお話ししますよ。	You'll be told in advance.#ID=71119_233746
A: あなたはこの写真をどこで撮ってもらったのですか。	Where did you get this photo taken?#ID=70921_233551
A: あなたにお話しするよいことがあります。	I have something good to tell you.#ID=71163_233789
A: あなたが話をしたがっていたのは誰ですか。	Who is it that you want to talk to?#ID=71193_233818
A: あなたが欲しいものは何でも買ってあげよう。	I'll get you whatever you want.#ID=71297_233926
A: 今まであなたが辿った道を見つめなおしてみましょう。	Let's look at the path that you've walked so far.#ID=71354_233981
A: あなたが私達を手伝ってくれると頼りにしています。	I'm relying on you to help us.#ID=71401_234027
A: あなたが昨日私の事務所で会った人はベルギーの人です。	The man you saw in my office yesterday is from Belgium.#ID=71436_234063
A: あなたが呼べば、彼は来るでしょう。	He will come if you call him.#ID=71459_234086
A: あなたが何を言おうと私は決心を変えるつもりはない。	No matter what you may say, I will not change my mind.#ID=71498_234125
A: あなたがたはお互いに大変愛し合っているのですか。	Do you love each other very much?#ID=71553_234179
A: 私はあなたたちに地上のことを話した。	I have spoken to you of earthy things.#ID=71555_234181
A: あとは明日お話しします。	I will tell you the rest tomorrow.#ID=71673_234299
A: 藤さんがあとに４人の子を残して死にました。	Mr. Fuji died, leaving 4 children behind him.#ID=71678_234304
A: 明日一番にそれをするつもりです。	I am going to do it first thing tomorrow.#ID=71819_234443
A: 明日お話します。	I will speak to you tomorrow.#ID=71835_234458
A: 明日は私の誕生日だ。	Tomorrow is my birthday.#ID=71844_234468
A: 虎よ！虎よ！あかあかと燃える。	Tyger, Tyger, burning bright.#ID=71900_234523
