Word	Reading	JLPT	Meaning
表面	ひょうめん	JLPT N3	[Noun, No-adjective] 1. surface; face 2. outside; exterior 3. appearances; superficiality
広がる	ひろがる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to spread (out); to extend; to stretch; to reach to; to get around; to fill (e.g. a space) | Other forms: 拡がる 【ひろがる】
品	ひん	JLPT N3	[Noun] 1. elegance; grace; refinement; class; dignity [Suffix] 2. article; item [Suffix, Counter] 3. counter for items (of food, etc.); counter for dishes or courses (at a restaurant) {sometimes pronounced ぴん}
便	びん	JLPT N3	[Noun, Noun - used as a suffix] 1. flight (e.g. airline flight); trip (e.g. train trip); service 2. mail; post; letter 3. opportunity; chance
瓶	びん	JLPT N3	[Noun] 1. bottle; jar; decanter; flagon; phial; vial | Other forms: 壜 【びん】、罎 【びん】、ビン
ピン	ピン	JLPT N3	[Noun] 1. pin (e.g. hairpin, bowling pin, golf pin, etc.) 2. one (on dice, in cards, etc.) {From Portuguese “pinta”} 3. beginning; best {See also キリ} 4. kickback [Notes] ピン: gai1, ichi1.
不	ふ	JLPT N3	[Prefix] 1. un-; non-; negative prefix
分	ぶ	JLPT N3	[Numeric] 1. one-tenth; one percent (one-tenth of a wari); 3 mm (one-tenth of a sun); 2.4 mm (one-tenth of a mon, a traditional unit used to measure shoe sizes); 0.1 degree (one-tenth of a do, used to measure body temperature on any temperature scale) [Noun] 2. one-quarter of a ryou (obsolete unit of currency) 3. thickness 4. advantageous circumstances 5. one-tenth of a monme of silver {See also 匁 もんめ}
無	ぶ	JLPT N3	[Prefix] 1. un-; non- 2. bad ...; poor ... | Other forms: 不 【ぶ】
不安	ふあん	JLPT N3	[Na-adjective, Noun] 1. anxiety; uneasiness; insecurity; suspense
風景	ふうけい	JLPT N3	[Noun, No-adjective] 1. scenery; scene; landscape; view; sight 2. scene (e.g. of a crime)
夫婦	ふうふ	JLPT N3	[Noun] 1. married couple; spouses; husband and wife; couple; pair [Noun - used as a prefix] 2. his and hers; pair of objects, one larger (for man), one smaller (for woman) {Only applies to めおと, See also 夫婦茶碗} | Other forms: 夫婦 【めおと】、夫婦 【みょうと】
笛	ふえ	JLPT N3	[Noun] 1. flute; fife; pipe; recorder; flageolet; shakuhachi; clarinet 2. whistle | Other forms: 笛 【ちゃく】 [Notes] ちゃく: Out-dated or obsolete kana usage.
不可	ふか	JLPT N3	[Na-adjective, Noun, Noun - used as a suffix] 1. wrong; bad; improper; unjustifiable; inadvisable [Na-adjective, Noun] 2. not allowed; not possible [Noun] 3. failing grade
武器	ぶき	JLPT N3	[Noun] 1. weapon; arms; ordnance 2. weapon (something used to gain an advantage); asset
服装	ふくそう	JLPT N3	[Noun] 1. garments; attire
服装	ふくそう	JLPT N3	[Noun] 1. garments; attire
含む	ふくむ	JLPT N3	[Godan verb with mu ending, Transitive verb] 1. to contain; to comprise; to have; to hold; to include; to embrace 2. to hold in the mouth {See also 口に含む} 3. to bear in mind; to understand; to harbor (grudge, etc.); to harbour 4. to express (emotion, etc.); to imply | Other forms: 含む 【くくむ】、銜む 【ふくむ】、銜む 【くくむ】
袋	ふくろ	JLPT N3	[Noun] 1. bag; sack; pouch 2. skin of an orange (and other like fruits) 3. dead end 4. plot of land surrounded by water | Other forms: 嚢 【ふくろ】
不幸	ふこう	JLPT N3	[Noun, Na-adjective] 1. unhappiness; sorrow; misfortune; disaster; accident [Noun] 2. death (usu. of a relative); bereavement
節	ふし	JLPT N3	[Noun] 1. joint; knuckle 2. tune; melody 3. knot (in wood); node in a bamboo stem 4. part; notable characteristic {See also 思い当たるふしがある}
不思議	ふしぎ	JLPT N3	[Na-adjective, Noun] 1. wonder; miracle; strange; mystery; marvel; curiosity
不自由	ふじゆう	JLPT N3	[Na-adjective, Noun] 1. discomfort; inconvenience 2. poverty; want; destitution 3. disability; impairment (physical, mental, etc.)
夫人	ふじん	JLPT N3	[Noun] 1. wife; Mrs; madam {Honorific or respectful (sonkeigo), Only applies to ふじん, Only applies to はしかし} 2. wife of a nobleman (aristocrat, etc.) {Archaism, Only applies to ふじん} 3. consort of the emperor {Archaism, Only applies to ふじん, Only applies to ぶにん} | Other forms: 夫人 【ぶにん】、夫人 【はしかし】 [Notes] ぶにん: Out-dated or obsolete kana usage. はしかし: Out-dated or obsolete kana usage.
婦人	ふじん	JLPT N3	[Noun] 1. woman; lady; adult female {Sensitive, See also 紳士, now a bit dated}
不正	ふせい	JLPT N3	[Na-adjective, Noun] 1. injustice; unfairness; iniquity; impropriety; irregularity; dishonesty; illegality; fraud
不正	ふせい	JLPT N3	[Na-adjective, Noun] 1. injustice; unfairness; iniquity; impropriety; irregularity; dishonesty; illegality; fraud
防ぐ	ふせぐ	JLPT N3	[Godan verb with gu ending, Transitive verb] 1. to defend against; to protect against 2. to prevent; to avert; to avoid | Other forms: 禦ぐ 【ふせぐ】、拒ぐ 【ふせぐ】
不足	ふそく	JLPT N3	[Na-adjective, Noun, Suru verb] 1. insufficiency; shortage; deficiency; lack; dearth {Antonym: 満足}
舞台	ぶたい	JLPT N3	[Noun] 1. stage (theatre, theater) 2. scene or setting (e.g. of novel, play, etc.) [Place] 3. Butai
双子	ふたご	JLPT N3	[Noun] 1. twins; twin [Place] 2. Futago | Other forms: 二子 【ふたご】、ふた子 【ふたご】、双子 【そうし】
再び	ふたたび	JLPT N3	[Adverb] 1. again; once more; a second time | Other forms: 二度 【ふたたび】
普段	ふだん	JLPT N3	[No-adjective, Adverbial noun, Temporal noun, Noun] 1. usual; habitual; ordinary; everyday; usually; generally; always {originally written as 不断}
縁	ふち	JLPT N3	[Noun] 1. rim; brim; edge; brink
打つ	ぶつ	JLPT N3	[Godan verb with tsu ending, Transitive verb] 1. to hit (a person); to strike; to beat {Usually written using kana alone}
物価	ぶっか	JLPT N3	[Noun] 1. prices of commodities; prices (in general); cost-of-living
物質	ぶっしつ	JLPT N3	[Noun] 1. material; substance 2. matter {Physics terminology}
物理	ぶつり	JLPT N3	[Noun, No-adjective] 1. physics; law of nature
筆	ふで	JLPT N3	[Noun] 1. writing brush
不図	ふと	JLPT N3	[Adverb] 1. suddenly; casually; accidentally; incidentally; unexpectedly; unintentionally {Usually written using kana alone} | Other forms: 不斗 【ふと】、不圖 【ふと】 [Notes] 不図: Ateji (phonetic) reading. 不斗: Ateji (phonetic) reading. 不圖: Ateji (phonetic) reading, Out-dated kanji.
船	ふね	JLPT N4	[Noun] 1. ship; boat; watercraft; vessel; steamship {Only applies to 船, Only applies to 舟, 舟 is often small and hand-propelled} 2. tank; tub; vat; trough [Noun - used as a suffix, Counter] 3. counter for boat-shaped containers (e.g. of sashimi) {Only applies to 船, Only applies to 舟} | Other forms: 舟 【ふね】、槽 【ふね】
部分	ぶぶん	JLPT N3	[Noun] 1. portion; section; part
不平	ふへい	JLPT N3	[No-adjective, Noun] 1. complaint; discontent; dissatisfaction
不満	ふまん	JLPT N3	[Na-adjective, Noun] 1. dissatisfaction; displeasure; discontent; complaints; unhappiness; disgruntled {See also 不満足, Antonym: 満足}
プラス	プラス	JLPT N3	[Noun, Suru verb] 1. plus; addition [Noun] 2. positive number [Noun, No-adjective, Suru verb] 3. gain; advantage; asset; positive feature [Noun] 4. anode; plus terminal; positive pole 5. + shape {See also プラスドライバー} [Wikipedia definition] 6. Plus
プラン	プラン	JLPT N3	[Noun] 1. plan
不利	ふり	JLPT N3	[Na-adjective, Noun] 1. disadvantage; handicap; unfavorable; unfavourable; drawback {See also 有利}
振る	ふる	JLPT N3	[Godan verb with ru ending, Transitive verb] 1. to wave; to shake; to swing 2. to sprinkle; to throw (dice) 3. to cast (actor); to allocate (work) 4. to turn down (somebody); to reject; to jilt; to dump 5. to abandon; to give up; to ruin 6. to add kana indicating a reading of a word {See also 振り仮名} 7. to slightly change headings; to change directions 8. to extract by broiling; to prepare an infusion of; to decoct 9. to carry with great vigor (e.g. a portable shrine) 10. to bring up a topic; to lead to a topic 11. to replace; to substitute 12. to set up a joke for somebody else
震える	ふるえる	JLPT N3	[Ichidan verb, intransitive verb] 1. to shiver; to shake; to quake; to tremble; to quaver; to quiver | Other forms: 顫える 【ふるえる】
故郷	ふるさと	JLPT N3	[Noun] 1. home town; birthplace; native place; one's old home {Usually written using kana alone} 2. ruins; historic remains {Archaism, Only applies to ふるさと} | Other forms: ふる里 【ふるさと】、古里 【ふるさと】、旧里 【ふるさと】、故里 【ふるさと】、故郷 【こきょう】、旧里 【きゅうり】
ブレーキ	ブレーキ	JLPT N3	[Noun] 1. brake [Notes] ブレーキ: gai1, ichi1.
触れる	ふれる	JLPT N3	[Ichidan verb, intransitive verb] 1. to touch; to feel 2. to experience; to come in contact with; to be emotionally moved (by); to perceive 3. to touch on a subject; to allude to 4. to be in conflict (with); to violate (law, copyright, etc.) 5. to proclaim
風呂	ふろ	JLPT N5	[Noun] 1. bath; bathtub {See also お風呂} 2. bathroom; bathhouse 3. room for drying lacquerware 4. base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)
プロ	プロ	JLPT N3	[Noun, No-adjective] 1. professional [Notes] プロ: gai1, ichi1.
分	ぶん	JLPT N3	[Noun, Noun - used as a suffix, Prefix] 1. part; segment; share; ration {See also 分の} 2. rate 3. degree; one's lot; one's status; relation; duty; kind; lot {See also 身分} 4. in proportion to; just as much as
文	ぶん	JLPT N3	[Noun] 1. sentence 2. composition; text; writings 3. the literary arts (as opposed to the military arts); academia; literature {See also 武}
雰囲気	ふんいき	JLPT N3	[Noun] 1. mood; ambience; ambiance; aura; feel 2. a certain air; presence; special aura; something (about someone) 3. air; atmosphere | Other forms: ふんい気 【ふんいき】、ふん囲気 【ふんいき】、雰囲気 【ふいんき】 [Notes] ふいんき: Irregular kana usage.
文明	ぶんめい	JLPT N3	[Noun] 1. civilization; civilisation; culture 2. Bummei era (1469.4.28-1487.7.20)
分野	ぶんや	JLPT N3	[Noun] 1. field; sphere; realm; division; branch
塀	へい	JLPT N3	[Noun] 1. wall 2. fence | Other forms: 屏 【へい】
平均	へいきん	JLPT N3	[Noun, Suru verb] 1. average; mean 2. balance; equilibrium | Other forms: 平均 【へいぎん】 [Notes] へいぎん: Out-dated or obsolete kana usage.
平和	へいわ	JLPT N3	[Na-adjective, Noun] 1. peace; harmony
別に	べつに	JLPT N3	[Adverb] 1. (not) particularly; nothing 2. separately; apart
減らす	へらす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to abate; to decrease; to diminish; to shorten {Antonym: 増やす}
減る	へる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to decrease (in size or number); to diminish; to abate
ベルト	ベルト	JLPT N3	[Noun] 1. belt (waist, seat, etc.); strap 2. belt; zone; area 3. drive belt; machine belt {See also 調べ革 しらべがわ} [Wikipedia definition] 4. Belt
変化	へんか	JLPT N3	[Noun, Suru verb] 1. change; variation; alteration; mutation; transition; transformation; transfiguration; metamorphosis 2. variety; diversity 3. inflection; declension; conjugation 4. sidestepping {Sumo term}
ペンキ	ペンキ	JLPT N3	[Noun] 1. paint {From Dutch; Flemish “pek”} [Notes] ペンキ: gai1, ichi1.
勉強	べんきょう	JLPT N5	[Noun, Suru verb] 1. study 2. diligence 3. discount; reduction
変更	へんこう	JLPT N3	[Noun, Suru verb] 1. change; modification; alteration; revision; amendment
ベンチ	ベンチ	JLPT N3	[Noun] 1. bench
弁当	べんとう	JLPT N3	[Noun] 1. bento; Japanese box lunch {See also お弁当} | Other forms: 辨當 【べんとう】、弁當 【べんとう】、辨当 【べんとう】 [Notes] 辨當: Out-dated kanji. 弁當: Out-dated kanji. 辨当: Out-dated kanji.
ボーイ	ボーイ	JLPT N3	[Noun] 1. boy 2. bellboy; porter; waiter [Notes] ボーイ: gai1, ichi1.
ボート	ボート	JLPT N3	[Noun] 1. boat; rowing boat
ホーム	ホーム	JLPT N3	[Noun] 1. platform {Abbreviation, See also プラットホーム} 2. home
ボール	ボール	JLPT N3	[Noun] 1. ball 2. bowl 3. board (e.g. cardboard, pasteboard) {Abbreviation, See also ボール紙}
方	ほう	JLPT N3	[Noun] 1. direction; way; side; area (in a particular direction) 2. side (of an argument, etc.); one's part 3. type; category 4. field (of study, etc.) 5. indicates one side of a comparison 6. way; method; manner; means 7. length (of each side of a square)
法	ほう	JLPT N3	[Noun, Noun - used as a suffix] 1. law; act; principle 2. method 3. mood {linguistics terminology} 4. dharma {Buddhist term}
棒	ぼう	JLPT N3	[Noun] 1. pole; rod; stick
冒険	ぼうけん	JLPT N3	[Noun, Suru verb] 1. risk; venture; adventure
方向	ほうこう	JLPT N3	[Noun] 1. direction; orientation; bearing; way 2. course (e.g. of action)
報告	ほうこく	JLPT N3	[Noun, Suru verb] 1. report; information
宝石	ほうせき	JLPT N3	[Noun, No-adjective] 1. gem; jewel; precious stone
放送	ほうそう	JLPT N3	[Noun, Suru verb, No-adjective] 1. broadcast; broadcasting
豊富	ほうふ	JLPT N3	[Na-adjective, Noun] 1. abundance; wealth; plenty; bounty
方法	ほうほう	JLPT N3	[Noun] 1. method; process; manner; way; means; technique
方々	ほうぼう	JLPT N3	[Adverbial noun, Noun] 1. here and there; this way and that way; everywhere; all over | Other forms: 方方 【ほうぼう】
訪問	ほうもん	JLPT N3	[Noun, Suru verb, No-adjective] 1. call; visit
吠える	ほえる	JLPT N3	[Ichidan verb, intransitive verb] 1. to bark; to bay; to howl; to bellow; to roar; to cry | Other forms: 吠る 【ほえる】、吼える 【ほえる】 [Notes] 吠る: Irregular okurigana usage.
頬	ほお	JLPT N3	[Noun] 1. cheek (of face) | Other forms: 頬 【ほほ】、頰 【ほお】、頰 【ほほ】
他	ほか	JLPT N5	[Noun, No-adjective] 1. other (place, thing, person); the rest 2. outside; beyond {Usually written using kana alone, esp. 外} [Adverbial noun] 3. nothing except; nothing but; nothing apart from; nothing aside from; no choice (but to) {Usually written using kana alone, See also ほかない, as 〜ほか〜ない, usu. after より or the dictionary form of a verb} 4. besides...; in addition to... {often as ほかに} | Other forms: 外 【ほか】
埃	ほこり	JLPT N3	[Noun] 1. dust {Usually written using kana alone} 2. one ten-billionth {Only applies to あい} [Place] 3. Hokori | Other forms: 埃 【あい】、ホコリ [Notes] あい: Out-dated or obsolete kana usage.
誇り	ほこり	JLPT N3	[Noun] 1. pride; boast
保証	ほしょう	JLPT N3	[Noun, Suru verb] 1. guarantee; security; assurance; pledge; warranty | Other forms: 保障 【ほしょう】
保存	ほぞん	JLPT N3	[Noun, Suru verb] 1. preservation; conservation; storage; saving (e.g. to disk); maintenance
保存	ほぞん	JLPT N3	[Noun, Suru verb] 1. preservation; conservation; storage; saving (e.g. to disk); maintenance
